IATA,ICAO,Airline,Call sign,Country/Region,Comments
S5,TSJ,Trast Aero,TRAST AERO,Kyrgyzstan,
,TSK,Trast Aero,TOMSK-AVIA,Kyrgyzstan,
,TSL,Thai Aviation Services,THAI AVIATION,Thailand,
,TSM,Trans Sayegh  Airport Services,,Lebanon,
,TSN,Trans-Air Services,AIR TRANS,Nigeria,
UN,TSO,Transaero Airlines,TRANSOVIET,Russia,
,TSP,Transportes Aéreos  Inter,TRANSPO-INTER,Guatemala,
,TSQ,airtransse,AIRTRA,Japan,
,TSR,TJS San Marino S.r.L.,SAN MARINO,San Marino,
,TSS,Tri-State Aero,TRI-STATE,United States,
,TST,TRAST,TRAST,Kazakhstan,
,TSU,Gulf & Caribbean Cargo / Contract Air Cargo,TRANSAUTO,United States,
,TSV,Tropair Airservices,TROPIC,United Kingdom,
,TSW,Transwings,SWISSTRANS,Switzerland,
T9,TSX,Thai Star Airlines,THAI STAR,Thailand,
,TSY,Tristar  Air,TRIPLE STAR,Egypt,
,TTA,TTA -  Sociedade de Transporte e Trabalho Aéreo,KANIMANBO,Mozambique,
,TTB,Aerolíneas Turísticas del Caribe,AERO TURISTICAS,Mexico,
,TTC,Transteco,TRANSTECO,Angola,
,TTE,Avcenter,TETON,United States,
,TTF,224th Flight Unit,CARGO UNIT,Russia,State Airline
,TTH,Tarhan Tower Airlines,,Turkey,
,TTL,Total Linhas Aéreas,TOTAL,Brazil,
,TTM,Societe Tout Transport Mauritanien,TOUT-AIR,Mauritania,
,TTN,Absolute Flight Services,TITANIUM,South Africa,
,TTP,Triple O Aviation,MIGHTY WING,Nigeria,
,TTR,Transportaciones  Y Servicios Aéreos,TRANSPORTACIONES,Mexico,
,TTS,Transporte  Aéreo Técnico Ejecutivo,TECNICO,Mexico,
IT,TTW,Tigerair  Taiwan,SMART CAT,Taiwan,
,TTX,Alliance Air Charters,TWISTER,United States,
T5,TUA,Turkmenistan Airlines,TURKMENISTAN,Turkmenistan,
,TUC,Turismo Aéreo de Chile,TURICHILE,Chile,
,TUD,Flight Alaska,TUNDRA,United States,
4Y,TUD,Yute Air Alaska,TUNDRA,United States,defunct 2017
X3,TUI,TUI fly Deutschland,TUI JET,Germany,
,TUK,Ocean Wings Commuter Service,TUCKERNUCK,United States,New Island Connections
,TUL,Tulpar Air,URSAL,Russia,
,TUM,Tyumenspecavia,TUMTEL,Russia,
,TUM,UTAir,UTAIR-CARGO,Russian Federation,2014
,TUN,Air Tungaru,TUNGARU,Kiribati,defunct
,TUO,Taxi Aéreo Turístico,TURISTICO,Mexico,
,TUP,Aviastar-Tu,TUPOLEVAIR,Russia,
,TUR,ATUR,,Ecuador,
M3,TUS,ABSA Cargo,Turismo,Brazil,
UG,TUX,Tunisair Express,TUNEXPRESS,Tunisia,
,TUX,Tulpar Air Service,TULPA,Kazakhstan,
UG,TUX,Tuninter,,Tunisia,
,TUY,Línea Turística Aereotuy,AEREOTUY,Venezuela,
,TUZ,Tuna Aero,TUNA,Sweden,
,TVA,Trans America Airlines,TRANS-AMERICA,United States,
TO,TVF,Transavia  France,FRANCE SOLEIL,France,
,TVH,Trabajos Aéreos  Vascongados,TRAVASA,Spain,
,TVI,Tiramavia,TIRAMAVIA,Moldova,
VZ,TVJ,Thai  Vietjet Air,THAIVIET JET,Thailand,
7O,TVL,Smartwings Hungary,TRAVEL SERVICE,Hungary,formerly named Travel Service Hungary
,TVO,Transavio,TRANS-BALLERIO,Italy,
3Z,TVP,Smartwings Poland,JETTRAVEL,Poland,formerly named Travel Service Poland
6D,TVQ,Smartwings Slovakia,SLOVAKTRAVEL,Slovakia,formerly named Travel Service Slovakia
T6,TVR,Tavrey  Airlines,TAVREY,Ukraine,
QS,TVS,Smartwings,SKYTRAVEL,Czech Republic,formerly named Travel Service
TW,TWA,Trans World Airlines,TWA,United States,
TW,TWB,T'way Air,TWAYAIR,Republic of Korea,
,TWE,Transwede Airways,TRANSWEDE,Sweden,
,TWF,247 Jet Ltd,CLOUD RUNNER,United Kingdom,
TZ,TWG,air-taxi Europe,TWINGOOSE,Germany,
TI,TWI,Tailwind Airlines,TAILWIND,Turkey,
,TWJ,Twinjet Aircraft Sales,,United Kingdom,
,TWL,Tradewinds Aviation,TRADEWINDS CANADA,Canada,
,TWM,Transairways,,Mozambique,
EC,TWN,Avialeasing Aviation Company,TWINARROW,Uzbekistan,
,TWO,Twente Airlines,COLIBRI,Netherlands,
,TWW,Trans Air Welwitchia,WELWITCHIA,Angola,
,TWY,"Sunset Aviation, LLC",TWILIGHT,United States,dba Solairus Aviation
,TXA,Texair Charter,OKAY AIR,United States,
,TXB,Bell Helicopter Textron,TEXTRON,Canada,
AL,TXC,TransAVIAexport Airlines,TRANSEXPORT,Belarus,
,TXD,Aerotaxis del Noroeste,TAXI OESTE,Mexico,
,TXE,Transilvania Express,TRANSAIR EXPRESS,Romania,
,TXF,Aerotaxis Alfe,ALFE,Mexico,
,TXI,Aereotaxis,AEREOTAXIS,Mexico,
,TXL,Taxi Aéreo Cozatl,TAXI COZATL,Mexico,
,TXM,Taxi Aéreo de México,TAXIMEX,Mexico,
,TXN,Texas National Airlines,TEXAS NATIONAL,United States,
,TXO,Taxis Aéreos de Sinaloa,TAXIS SINALOA,Mexico,
,TXR,Taxirey,TAXIREY,Mexico,
,TXS,Texas  Airlines,TEXAIR,United States,
,TXT,Texas Air Charters,TEXAS CHARTER,United States,Group One
,TXU,ATESA Aerotaxis Ecuatorianos,ATESA,Ecuador,
,TXV,Puerto Vallarta Taxi Aéreo,TAXIVALLARTA,Mexico,
,TXX,Austin Express,COWBOY,United States,defunct
,TXZ,Tex Star Air Freight,TEX STAR,United States,
Y7,TYA,NordStar,TAIMYR,Russia,
,TYF,Tayflite,TAYFLITE,United Kingdom,
,TYG,Trygg-Flyg,TRYGG,Sweden,
,TYJ,TJS Malta Ltd.,TYROLMALTA,Malta,
VO,TYR,Tyrolean  Airways,TYROLEAN,Austria,Renamed from Austrian Arrows
,TYW,Tyrol Air Ambulance,TYROL AMBULANCE,Austria,
,TZA,Aero Tomza,AERO TOMZA,Mexico,
,TZE,Transporte Aéreo  Ernesto Saenz,TRANSPORTE SAENZ,Mexico,
,TZK,Tajikistan  International Airlines,TAJIKISTAN,Tajikistan,
ZG,TZP,Zipair Tokyo,ZIPPY,Japan,Subsidiary of Japan Airlines
,TZT,Air Zambezi,ZAMBEZI,Zimbabwe,
,TZU,Servicios Aéreos Tamazula,TAMAZULA,Mexico,
,UAA,University Air Squadron,,United Kingdom,Leuchars
,UAB,United Arabian Airlines,UNITED ARABIAN,Sudan,
,UAC,United Air Charters,UNITAIR,Zimbabwe,
,UAD,University Air Squadron,,United Kingdom,MOD Boscombe Down
EK,UAE,Emirates Airlines,EMIRATES,United Arab Emirates,
,UAF,United Arab Emirates Air Force,UNIFORCE,United Arab Emirates,
,UAG,Afra Airlines,AFRALINE,Ghana,
,UAH,"Air Experience Flight, Cranwell",,United Kingdom,Royal Air Force
,UAI,Union Africaine des Transports,UNAIR,Ivory Coast,
,UAJ,University Air Squadron,,United Kingdom,Glasgow
,UAK,Kiev Aviation Plant,AVIATION PLANT,Ukraine,
UA,UAL,United Airlines,UNITED,United States,
,UAR,Aerostar Airlines,AEROSTAR,Ukraine,
,UAS,University Air Squadron,,United Kingdom,RAF Cranwell
UB,UBA,Myanma Airways,UNIONAIR,Myanmar,
HW,UBD,FlyErbil,HAWLER,Iraqi Kurdistan,
4H,UBD,United Airways,UNITED BANGLADESH,Bangladesh,
7B,UBE,Bees Airline,FLOWER BEE,Ukraine,"Defunct, AOC revoked due to not having any aircraft."
BS,UBG,US-Bangla Airlines,BANGLA STAR,Bangladesh,
C5,UCA,CommutAir,COMMUTAIR,United States,
,UCC,Uganda Air Cargo,UGANDA CARGO,Uganda,
,UCG,Uniworld Air Cargo,UNIWORLD,Panama,2014
,UCH,US Airports Air Charter,US CHARTER,United States,
,UCK,Air Division of the Eastern Kazakhstan Region,GALETA,Kazakhstan,
,UCO,Ucoaviacion,UCOAVIACION,Spain,
DW,UCR,Aero-Charter Ukraine,CHARTER UKRAINE,Ukraine,
,UCS,United Carriers Systems,UNITED CARRIERS,United States,
,UDA,Psudiklat Perhubungan Udara/PLP,UDARA,Indonesia,
5D,UDC,DonbassAero,DONBASS AERO,Ukraine,
Z6,UDN,Dniproavia,DNIEPRO,Ukraine,
,UEA,United Eagle Airlines,UNITED EAGLE,China,
,UED,Air LA,AIR L-A,United States,
,UEJ,Jetcorp,JETCORP,United States,(United Executive Jet)
,UES,Ues-Avia Aircompany,AVIASYSTEM,Ukraine,
,UEU,United European Airlines,UNITED EUROPEAN,Romania,2014
,UFA,State Flight Academy of Ukraine,FLIGHT ACADEMY,Ukraine,
,UFS,United Feeder Service,FEEDER EXPRESS,United States,formerly part of United Express
U7,UGA,Air Uganda,UGANDA,Uganda,
QU,UGA,Uganda Airlines (1976–2001),UGANDA,Uganda,Ceased operations 2001
,UGC,Urgemer Canarias,URGEMER,Spain,
UR,UGD,Uganda Airlines,CRESTED,Uganda,Started operations in 2019
,UGL,Inter-Island Air,UGLY VAN,United States,
,UGN,Yuzhnaya Aircompany,PLUTON,Kazakhstan,
,UGP,Shar Ink,SHARINK,Russia,
,UHL,Ukrainian Helicopters,UKRAINE COPTERS,Ukraine,
,UHS,Ulyanovsk Higher Civil Aviation School,PILOT AIR,Russia,
B7,UIA,UNI Air,GLORY,Taiwan,
,UIT,University of Tromsø School of Aviation,ARCTIC,Norway,
,UJR,Universal Jet Rental de Mexico,UNIVERSAL JET,Mexico,
,UJT,Universal Jet Aviation,UNI-JET,United States,Cancelled 2014 - Renamed Journey Aviation with code JNY
,UJX,Atlas Ukraine Airlines,ATLAS UKRAINE,Ukraine,2014
,UKA,Buzzaway Limited,UKAY,United Kingdom,
,UKI,UK International Airlines,KHALIQ,United Kingdom,
,UKL,Ukraine Air Alliance,UKRAINE ALLIANCE,Ukraine,
UF,UKM,UM Airlines,UKRAINE MEDITERRANEE,Ukraine,Ukraine Mediterranean Airlines
,UKN,Ukraine Air Enterprise,ENTERPRISE UKRAINE,Ukraine,
,UKP,National Police Air Service,POLICE,United Kingdom,
6U,UKR,Air Ukraine,AIR UKRAINE,Ukraine,
6Z,UKS,Ukrainian Cargo Airways,CARGOTRANS,Ukraine,
,UKU,Second Sverdlovsk Air Enterprise,PYSHMA,Russia,
5V,UKW,Lviv Airlines,UKRAINE WEST,Ukraine,
,ULH,Ultimate HELI,ULTIMATEHELI,South Africa,Ultimate HELI (Pty) Ltd
,ULR,Ultimate Air,VIPER,South Africa,Ultimate Airways (Pty) Ltd
,ULS,Carroll Air Service,ULSTER,United States,
OL,ULS,Ultra Air,AIR ULTRA,Colombia,
,ULT,Ultrair,ULTRAIR,United States,
,UMA,Líneas Aéreas del Humaya,HUMAYA,Mexico,
,UMB,Air Umbria,AIR UMBRIA,Italy,
2N,UMK,Yuzhmashavia,YUZMASH,Ukraine,
,UNC,Uni-Fly,UNICOPTER,Denmark,
,UND,Atuneros Unidos de California,ATUNEROS UNIDOS,Mexico,
,UNF,Union Flights,UNION FLIGHTS,United States,
,UNJ,Universal Jet,PROJET,Spain,
,UNO,United Nations,UNITED NATIONS,n/a,"UNOxxx followed by P(peacekeeping), or H(Humanitarian)"
,UNR,Rivne Universal Avia,RIVNE UNIVERSAL,Ukraine,
,UNS,Unsped Paket Servisi,UNSPED,Turkey,
,UNT,Servicios Aéreos Universitarios,UNIVERSITARIO,Mexico,
,UNU,Unifly Servizi Aerei,UNIEURO,Italy,
,UNY,Lund University School of Aviation,UNIVERSITY,Sweden,
GS,UPA,Air Foyle,FOYLE,United Kingdom,"defunct, ICAO code no longer allocated"
,UPL,Ukrainian Pilot School,PILOT SCHOOL,Ukraine,
5X,UPS,United Parcel Service,UPS,United States,
,URA,Aircompany Rosavia,ROSAVIA,Ukraine,
,URF,Surf Air,SURF AIR,United States,
3N,URG,Air Urga,URGA,Ukraine,
,URJ,Star Air,STARAV,Pakistan,
3T,URN,Turan Air,TURAN,Azerbaijan,
,URP,ARP 410 Airlines,AIR-ARP,Ukraine,
,URR,Aurora Airlines,AIR AURORA,Slovenia,"defunct, ICAO code no longer allocated"
,URV,Uraiavia,URAI,Russia,
,URY,Century Aviation,CENTURY AVIA,Mexico,
,USB,Tusheti,TUSHETI,Georgia,
,USC,AirNet Express,STAR CHECK,United States,Renamed from US Check Airlines
,USF,USAfrica Airways,AFRICA EXPRESS,United States,
UH,USH,US Helicopter,US-HELI,United States,
,USJ,US Jet,USJET,United States,
,USK,Skif-Air,SKIF-AIR,Ukraine,
,USN,Smarkand Aero Servise,SAMAS,Uzbekistan,
,UST,Austro Aéreo,AUSTRO AEREO,Ecuador,
HJ,USW,HumoAir,AKSAR,Uzbekistan,
,USW,Special Aviation Works,AKSAR,Uzbekistan,
,USX,US Express,AIR EXPRESS,United States,
UT,UTA,UTair Aviation,UTAIR,Russia,WAS P2 till 2006
,UTM,TAPC Aviatrans  Aircompany,AVIATAPS,Uzbekistan,
,UTN,Trans-Ulgii,TRANS-ULGII,Mongolia,defunct
QU,UTN,UTair-Ukraine,UT Ukraine,Ukraine,
,UTR,Utair South Africa,AIRUT,South Africa,
,UTS,Ukrainian State Air Traffic Service Enterprise,AIRRUH,Ukraine,
,UTT,Transarabian  Transportation Services,ARABIAN TRANSPORT,Uganda,
,UTU,Urartu-Air,,Armenia,
,UTX,Avfinity,,United States,
QQ,UTY,Alliance Airlines,UNITY,Australia,
,UVA,Universal Airways,UNIVERSAL,United States,
,UVG,Universal Airlines,GUYANA JET,Guyana,
,UVM,Uvavemex,UVAVEMEX,Mexico,
,UVN,United Aviation,UNITED AVIATION,Kuwait,
,UVS,Air Universal,UNI-LEONE,Sierra Leone,defunct
,UVT,Auvia Air,AUVIA,Indonesia,
UY,UYC,Cameroon Airlines,CAM-AIR,Cameroon,defunct
,UZA,Constanta Airline,CONSTANTA,Ukraine,
HY,UZB,Uzbekistan Airways,UZBEK,Uzbekistan,
,UZS,Samarkand Airways,SOGDIANA,Uzbekistan,
,VAA,Van Air Europe,EUROVAN,Czech Republic,
,VAB,Airtrans Ltd,,Russia,
,VAC,Vacationair,VACATIONAIR,Canada,
,VAD,Aero Taxi Los Valles,VALLES,Spain,
,VAE,Air Evans,AIR-EVANS,Spain,Ecuela de Pilotos Privados
VU,VAG,Vietravel Airlines,VIETRAVEL AIR,Vietnam,
,VAG,Vega,SEGA,Kazakhstan,
,VAI,Avalair,AIR AVALAIR,Serbia,
,VAI,Volant Aviation International,,Pakistan,
VC,VAL,Voyageur Airways,VOYAGEUR,Canada,
,VAM,Ameravia,AMERAVIA,Uruguay,
,VAN,Caravan Air,CAMEL,Mauritania,
9R,VAP,Phuket Air,PHUKET AIR,Thailand,
,VAR,Veca Airlines,VECA,El Salvador,
V8,VAS,ATRAN Cargo Airlines,ATRAN,Russian Federation,
,VAT,Visionair,VISIONAIR,Ireland,
F6,VAW,Fly2Sky,SOFIA JET,Bulgaria,
,VAZ,Airlines 400,REMONT AIR,Russia,
,VBA,V Bird Airlines Netherlands,VEEBEE,Netherlands,
,VBC,AVB-2004 Ltd,AIR VICTOR,Bulgaria,
,VBD,V-Berd-Avia,VEEBIRD-AVIA,Armenia,
,VBG,North-West Air Transport Company - Vyborg,VYBORG AIR,Russia,
2J,VBW,Air Burkina,BURKINA,Burkina Faso,
,VCA,VICA - Viacao Charter Aéreos,VICA,Brazil,
,VCB,Real Aero Club de Vizcaya,,Spain,
,VCH,Consorcio Helitec,CONSORCIO HELITEC,Venezuela,
,VCI,CI-Tours,CI-TOURS,Ivory Coast,
,VCM,Volare Air Charter Company,CARMEN,United States,
,VCN,Execujet Charter,AVCON,Switzerland,
,VCR,Cruiser Linhas Aéreas,VOE CRUISER,Brazil,
,VCT,Viscount Air Service,VISCOUNT AIR,United States,
V0,VCV,Conviasa,CONVIASA,Venezuela,
VC,VCX,Ocean Airlines,OCEANCARGO,Italy,
VI,VDA,Volga-Dnepr Airlines,VOLGA,Russia,
,VDO,Servicios Aéreos Avandaro,AVANDARO,Mexico,
,VDR,Air Vardar,VARDAR,Macedonia,"ICAO code in use by another company, call sign no longer allocated"
,VDR,Voldirect,VOLDIR,France,
,VEA,Vega Airlines,VEGA AIRLINES,Bulgaria,
,VEC,Venescar Internacional,VECAR,Venezuela,
,VEE,Victor Echo,VICTOR ECHO,Spain,
,VEG,Aerovega,AEROVEGA,Mexico,
,VEI,Virgin Express Ireland,GREEN ISLE,Ireland,defunct
,VEJ,Aero Ejecutivos,VENEJECUTIV,Venezuela,
,VEN,Transaven,TRANSAVEN AIRLINE,Venezuela,
,VER,Almaver,ALMAVER,Mexico,
V4,VES,Vieques Air Link,VIEQUES,United States,
TV,VEX,Virgin Express,VIRGIN EXPRESS,Belgium,defunct
0V,VFC,Vietnam Air Services Company (VASCO),VASCO AIR,Vietnam,
,VFT,VZ Flights,ZETA FLIGHTS,Mexico,
6V,VGA,Air Vegas,AIR VEGAS,United States,defunct
,VGC,Vanguardia en Aviación en Colima,VANGUARDIA COLIMA,Mexico,
,VGD,Vanguard Airlines,VANGUARD AIR,United States,
,VGF,Aerovista Gulf Express,VISTA GULF,United Arab Emirates,
VK,VGN,Virgin Nigeria Airways,VIRGIN NIGERIA,Nigeria,
E3,VGO,Sabaidee Airways,VIRGO,Thailand,
,VGS,Stichting Vliegschool 16Hoven,SMART,Netherlands,
,VGV,Vologda State Air Enterprise,VOLOGDA AIR,Russia,
,VHA,VH-Air Industrie,AIR V-H,Angola,
,VHM,VHM Schul-und-Charterflug,EARLY BIRD,Germany,
,VHT,Corporate Flight International,VEGAS HEAT,United States,
,VIB,Vibroair Flugservice,VITUS,Germany,
,VIC,VIP Servicios Aéreos Ejecutivos,VIP-EJECUTIVO,Mexico,
,VID,Aviaprad,AVIAPRAD,Russia,defunct
,VIE,VIP Empresarial,VIP EMPRESARIAL,Mexico,
,VIF,VIF Luftahrt,VIENNA FLIGHT,Austria,
,VIG,Vega Aviation,VEGA AVIATION,Sudan,
,VIH,Vichi,VICHI,Moldova,
,VIK,Viking Airlines,SWEDJET,Sweden,
,VIL,V I Airlink,TURTLE DOVE,British Virgin Islands,
VL,VIM,Air VIA,CRYSTAL,Bulgaria,
,VIN,Vinair Aeroserviços,VINAIR,Portugal,
,VIP,Tag Aviation UK,SOVEREIGN,United Kingdom,
VS,VIR,Virgin Atlantic,VIRGIN,United Kingdom,
VB,VIV,Aeroenlaces Nacionales,AEROENLACES,Mexico,Former ICAO code: AEN
VB,VIV,VivaAerobus,VIVA,Mexico,
,VIZ,Aerovis Airlines,AEROVIZ,Ukraine,
J7,VJA,ValuJet Airlines,CRITTER,United States,Now operating as AirTran Airways. J7 Reassigned.
VJ,VJC,Vietjet Air,VIETJET,Vietnam,
,VJE,AvJet Routing,,United Arab Emirates,
,VJM,Viajes Ejecutivos Mexicanos,VIAJES MEXICANOS,Mexico,
,VJT,Vistajet,VISTA,Canada,
,VJT,Vistajet,VISTA MALTA,Malta,2014
,VKG,MyTravel Airways,VIKING,Denmark,defunct; callsign now used by Thomas Cook Airlines Scandinavia
,VLA,Valan International Cargo Charter,NALAU,South Africa,
,VLB,Air Volta,VOLTA,Bulgaria,
VE,VLE,C.A.I. Second,VOLA,Italy,
,VLF,DFS UK Limited,VOLANTE,United Kingdom,
VY,VLG,Vueling Airlines,VUELING,Spain,
V5,VLI,Avolar Aerolíneas,AEROVOLAR,Mexico,defunct
XF,VLK,Vladivostok Air,VLADAIR,Russia,Merged with Aurora
,VLL,RAF Valley SAR Training Unit,,United Kingdom,Royal Air Force
VG,VLM,VLM Airlines,RUBENS,Belgium,defunct
,VLN,Valan Limited,VALAN,Moldova,
LC,VLO,Varig Logística,VELOG,Brazil,defunct
,VLR,Aerolíneas Villaverde,VILLAVERDE,Mexico,
,VLR,Volare 22 X,VOLAX,Mexico,
,VLS,Aero Virel,VIREL,Mexico,
,VLT,Vertical-T Air Company,VERTICAL,Russia,
VF,VLU,Valuair,VALUAIR,Singapore,Merged with Jetstar Asia 2014
,VLV,Avialift Vladivostok,VLADLIFT,Russia,
,VLX,Biz Jet Charter,AVOLAR,United States,
,VMA,Vero Monmouth Airlines,VERO MONMOUTH,United States,
,VME,Aviación Comercial de América,AVIAMERICA,Mexico,
,VMM,Grupo Vuelos Mediterraneo,VUELOS MED,Spain,
,VMP,Execujet Scandinavia,VAMPIRE,Denmark,
,VMR,Aero Vilamoura,AERO VILAMOURA,Portugal,ICAO code no longer allocated
VM,VMS,His Majesty King Maha Vajiralongkorn,VICTOR MIKE,Thailand,"holding airline, renamed on his accession"
,VMX,Aeroventas de Mexico,VENTA,Mexico,2014
,VNA,Empresa Aviación Interamericana,EBBA,Uruguay,
,VNE,Empresa Venezolana,VENEZOLANA,Venezuela,
,VNG,Aero Servicios Vanguardia,VANGUARDIA,Mexico,
,VNK,Vipport Joint Stock Company,,Russia,
JW,VNL,Vanilla Air,VANILLA,Japan,Merged with Peach Aviation
,VNR,Avantair,AVANTAIR,United States,defunct
,VNR,Viennair,VIENNAIR,Austria,defunct
3W*,VNR,Wan Air,WANAIR,French Polynesia,defunct
,VNT,Avient Air Zambia,AVIENT,Zambia,
,VNX,Fly Advance,VANCE,United States,Allocated in 2014
L6,VNZ,Tbilaviamsheni,TBILAVIA,Georgia,
VM,VOA,Viaggio Air,VIAGGIO,Bulgaria,
V7,VOE,Volotea,VOLOTEA,Spain,
,VOG,Voyager Airlines,VOYAGER AIR,Bangladesh,
Y4,VOI,Volaris,VOLARIS,Mexico,
,VOL,Blue Chip Jet,BLUE SPEED,Sweden,
,VOR,Flight Calibration Services Ltd.,FLIGHT CAL,United Kingdom,
,VOS,Rovos Air,ROVOS,South Africa,
VA,VOZ,Virgin Australia,VELOCITY,Australia,"Previously Used: KANGA, AURORA, VEE-OZ"
V5,VPA,DanubeWings,VIP TAXI,Slovakia,Former names VIP Air and VIP Wings
9V,VPA,Vipair Airlines,VIAIR,Kazakhstan,defunct
,VPB,Veteran Air,VETERAN,Ukraine,
,VPV,VIP-Avia,VIP AVIA,Georgia,
,VRA,Vertair,VERITAIR,United Kingdom,
,VRB,Silverback Cargo Freighters,SILVERBACK,Rwanda,
,VRC,Taxi de Veracruz,VERACRUZ,Mexico,
,VRD,Virgin America,REDWOOD,United States,
VX,VRD,Virgin America,REDWOOD,United States,Merged with Alaska Airlines
,VRE,Air Côte d'Ivoire,COTE DIVORIE,Ivory Coast,
,VRE,Volare Airlines,UKRAINE VOLARE,Ukraine,
,VRH,Varesh Airlines,SKY VICTOR,Iran,
,VRI,Aerotaxi Villa Rica,VILLARICA,Mexico,
,VRL,Voar Lda,VOAR LINHAS,Angola,
RG,VRN,Varig,VARIG,Brazil,
,VRO,Aerovitro,AEROVITRO,Mexico,
,VRS,Sirvair,VAIRSA,Mexico,
,VRT,Averitt Air Charter,AVERITT,United States,
,VSA,Avstar Aviation,STARBIRD,South Africa,
,VSB,Vickers Limited,VICKERS,United Kingdom,
,VSC,Aeronautic de Los Pirineos,,Spain,
,VSC,AVESCA,AVESCA,Colombia,defunct
,VSG,AirClass Airways,VISIG,Spain,formerly Visig Operaciones Aéreas
,VSN,Vision Airways Corporation,VISION,Canada,
,VSO,Voronezh Aircraft Manufacturing Society,VASO,Russia,
VP,VSP,VASP,VASP,Brazil,defunct
,VSR,Aviostart AS,AVIOSTART,Bulgaria,
,VSS,Virign Islands Seaplane Shuttle,WATERBIRD,United States,
DV,VSV,Scat Air,VLASTA,Kazakhstan,
VT,VTA,Air Tahiti,AIR TAHITI,French Polynesia,
,VTB,Jet Stream Charter KFT.,SUXAIR,Hungary,2023
,VTC,Vuelos Especializados Tollocan,VUELOS TOLLOCAN,Mexico,
LF,VTE,Contour Airlines,VOLUNTEER,United States,
,VTG,Aviação Transportes Aéreos e Cargas,ATACARGO,Angola,
,VTH,Vuelos Corporativos de Tehuacan,VUELOS TEHUACAN,Mexico,
UK,VTI,Vistara,Vistara,India,Commenced operations 9 January 2015
,VTK,Vostok Airlines,VOSTOK,Russia,
,VTL,Victor Tagle Larrain,VITALA,Chile,
,VTM,Aeronaves TSM,AERONAVES TSM,Mexico,
,VTS,Everts Air Alaska/Everts Air Cargo,EVERTS,United States,
,VTT,Avia Trans Air Transport,VIATRANSPORT,Sudan,
,VTV,Vointeh,VOINTEH,Bulgaria,
,VTX,Verataxis,VERATAXIS,Mexico,
,VTY,Air Midwest (Nigeria),VICTORY,Nigeria,
,VUE,AD Aviation,FLIGHTVUE,United Kingdom,
,VUL,Elios,ELIOS,Italy,
VU,VUN,Air Ivoire,AIRIVOIRE,Ivory Coast,defunct
,VUO,Aerovuelox,AEROVUELOX,Mexico,
,VUR,VIP Ecuador,VIPEC,Ecuador,defunct
,VUS,Vuela Bus,VUELA BUS,Mexico,
,VVA,Aviast Air,IALSI,Russia,defunct
VH,VVC,Viva Air Colombia,Viva Air Colombia,Colombia,"Commenced operations on May 25, 2012"
,VVF,Dunyaya Bakis Hava Tasimaciligi,WORLDFOCUS,Turkey,
,VVG,Aerovilla,AEROVILLA,Colombia,
ZG,VVM,Viva Macau,JACKPOT,Macao,defunct
,VVV,Valair Aviação Lda,VALAIRJET,Portugal,
G2,VXG,Avirex,AVIREX-GABON,Gabon,
,VXN,Sunset Aviation,VIXEN,United States,
XP,VXP,Avelo Airlines,AVELO,United States,"Former ICAO code: CXP; former names: Casino Express Airlines, Xtra Airways"
,VXP,Mali Air Express,AVION EXPRESS,Mali,
,VXX,Aviaexpress Aircompany,EXPRESSAVIA,Ukraine,
,VYT,RAF Valley Flying Training Unit,ANGLESEY,United Kingdom,Royal Air Force
,VZL,Vzlyet,VZLYET,Russia,
,VZR,Aviazur,IAZUR,France,
,WAA,Westair Aviation,WESTAIR WINGS,Namibia,
WC,WAA,Wien Air Alaska,WIEN,United States,Wien Consolidated Airlines from 1968-1973
,WAB,Aero Industries Inc,WABASH,United States,
,WAC,West African Cargo Airlines,WESTAF CARGO,Mauritania,
,WAD,RAF Waddington,VULCAN,United Kingdom,Royal Air Force (Waddington FTU)
,WAE,Western Air Express,WESTERN EXPRESS,United States,
,WAF,Flamenco Airways,FLAMENCO,United States,
,WAG,Wisconsin Air National Guard,,United States,
DJ,WAJ,AirAsia Japan,WING ASIA,Japan,defunct
WA,WAL,Western Airlines,WESTERN,United States,defunct
,WAL,Western Arctic Air,WESTERN ARCTIC,Canada,
,WAM,Air Taxi & Cargo,TAXI CARGO,Sudan,
KW,WAN,Wataniya Airways,WATANIYA,Kuwait,
,WAP,Arrow Panama,ARROW PANAMA,Panama,
,WAR,NZ Warbirds Association,WARBIRDS,New Zealand,
,WAS,Air-Watania,,Iraq,
,WAS,Walsten Air Services,WALSTEN,Canada,
,WAT,Wings Air Transport,,Sudan,
,WAV,Warbelow's Air Ventures,WARBELOW,United States,
,WAW,Wings Airways,WING SHUTTLE,United States,
,WAY,Airways,GARONNE,France,
5W,WAZ,Wizz Air Abu Dhabi,WIZZ SKY,United Arab Emirates,
FC,WBA,Finncomm Airlines,WESTBIRD,Finland,
,WBR,Multi-Aero,WEBER,United States,
,WCA,West Coast Airways,WEST-LEONE,Sierra Leone,
,WCB,West Africa Airlines,KILO YANKEE,Ghana,
,WCC,Sport Air Travel,WEST COAST,United States,
,WCC,West Coast Charters,WEST COAST,United States,
,WCG,West Coast Airlines,WHISKY INDIA,Ghana,
,WCO,Columbia Helicopters,COLUMBIA HELI,United States,
FE,WCP,Primaris Airlines,WHITECAP,United States,
,WCR,West Caribbean Costa Rica,WEST CARIBBEAN,Costa Rica,
YH,WCW,West Caribbean Airways,WEST,Colombia,
,WCY,Viking Express,TITAN AIR,United States,
